963	3182	2822	2649	1766
9669	3822	3361	4613	1425
7091	1356	802	3644	6895
3979	309	1648	6722	8027
957	1861	6752	8323	8320
5034	9315	2973	5747	3948
5216	7062	4645	8985	2523
1486	6641	1920	2575	9425
3811	4627	1612	1644	4268
4566	5081	8798	3567	9041
3158	2324	587	6124	2728
5274	4914	2917	5779	9524
7343	1256	5729	4493	698
7046	3409	9074	9622	7571
3950	9506	9926	6930	2725
8756	852	404	3835	3616
5989	5690	2956	6840	3710
8557	7358	8134	8460	2219
3833	4322	2919	2402	2562
1954	8099	3544	1717	2907
6070	7335	8950	7641	1263
7117	5630	1806	9175	8294
8096	4525	7691	8611	158
2589	7765	6714	4169	5737
4040	6768	4991	5969	6169
964	4328	9818	4010	7279
1634	7301	7087	392	7386
1122	287	1875	9585	759

9260	1412	5509	2966	5305	2469	6756	4690	3264	5782	1447	7536	3922	7087	9814
8313	3091	1543	8721	5170	4303	4334	2985	2847	5728	4241	6503	7458	7073	2664
1476	354	4444	375	824	8071	4368	1004	602	8244	4203	4084	7497	5777	1008
7564	5278	6328	3043	6452	6696	627	5246	8788	5656	2413	6202	485	393	8872
6654	9482	8820	6890	1691	1514	112	5673	782	255	4875	7707	6254	6042	5337
3861	7133	6633	4987	4888	6432	946	4560	5956	6572	5792	958	2783	7292	2970
2873	2929	7608	5807	6559	1772	534	2777	1639	2366	2075	5481	7562	9658	8652
6876	6668	1528	3308	8343	6527	6026	192	4492	4442	5965	1131	4432	8929	1449
6680	4473	9142	7163	74	8707	1758	6442	8974	7033	2280	2786	77	2429	5807
9350	3712	9499	7013	6269	2538	7243	8685	8718	9880	5105	2926	9036	9152	9476
9411	5515	6095	6276	1866	641	7294	126	4485	3864	7393	7981	2930	4449	4108
825	8581	2321	4870	215	757	5390	8127	118	7830	759	4066	5389	4254	4861
2191	7849	6996	726	6534	3488	6714	1718	4745	1893	6725	368	859	5638	3908
2033	4658	9973	3643	2276	9987	2715	8816	4576	8701	7497	681	8008	7159	5058
7182	766	4736	3728	2198	6373	4659	6931	2123	8697	8336	4020	352	7138	168
9996	6777	9657	1528	945	9336	437	35	5921	9644	3714	8595	1905	979	4430
584	9843	1519	6935	8270	2045	7547	5779	7738	5144	6727	297	4175	5755	6753
7626	1366	3964	9067	6327	5815	5279	5975	8765	5837	4123	2424	983	8990	6809
9133	8616	8603	196	8845	246	1694	8430	6081	1932	3597	7558	7401	956	4569
194	5560	4982	6877	4557	2147	7107	7739	6642	2579	748	8810	3555	227	9495
8388	1715	2914	1687	66	1404	7878	4005	7031	1674	9965	5169	335	906	1790
3530	7664	3532	3446	9742	5129	8567	2740	6876	9289	165	8853	694	1263	6
9842	1994	7778	976	7846	4682	420	9306	9570	4502	7762	1632	8504	2162	5279
2239	9935	8870	3525	5609	1750	2241	8846	8408	5159	5641	3360	1965	212	9066
8351	3125	6534	4295	8293	6726	3152	4912	8718	2040	6387	8264	2637	149	4480
9295	5070	9609	279	1112	1653	9402	9550	8059	9570	6716	7145	5178	5674	493
146	5457	8946	3768	3329	1095	3148	3669	2294	9173	7741	3713	6534	8330	1437
8631	6931	7085	1803	8195	5198	7120	314	7328	1176	7284	1308	7198	8338	5049
8845	7900	4164	2115	4875	2421	2508	5326	7336	1944	8854	535	4321	8935	7765
8518	6130	2855	68	5261	1099	1897	9836	5420	4474	8396	9892	4551	5240	9450
3897	581	786	1011	9529	6475	7694	9686	1144	7364	3287	9545	2323	6984	7143
5555	8225	5076	5593	8475	7025	4058	8674	9293	7561	9298	3091	7262	8580	5776
7548	4962	4693	4522	4047	4856	5221	4802	1106	8291	2808	4290	6731	4192	9255
3943	237	2803	5463	6308	413	4074	3571	473	201	5079	3525	2934	4320	4908
2693	2403	9022	8362	2600	8721	3408	3782	5557	7563	7983	645	6294	602	7014
5932	1557	5938	7186	6172	3344	9772	9209	1530	5371	4648	8721	8315	5944	2619
654	8414	1664	4007	5545	3662	5473	8643	172	5345	4414	4640	6756	3293	6137
7682	2577	4164	5848	5406	6530	960	5639	6472	7269	5333	4793	5644	3832	586
7510	3468	5675	5928	8306	9222	3428	6547	327	9373	5671	8910	6574	2524	4685
2669	4254	3728	9483	8443	8254	4083	716	9526	2576	2667	8500	7405	4344	3257
1965	8960	8059	5193	9738	5576	6391	5388	1175	4936	6107	1968	3260	5418	2217
4651	7220	2846	1702	1688	5	8905	5653	5094	3628	9041	2102	6047	9248	2708
2854	3	9642	772	8667	2127	825	4073	6813	695	6445	6019	6489	4654	2250
3170	5158	5756	2493	2203	4766	6025	4687	3943	2891	6333	9526	7658	5420	72
2111	9456	1156	9988	5786	2850	4433	3558	9593	3342	5036	7761	9273	2858	1909
3933	2879	9631	1610	3792	7096	6495	4169	2462	7607	5517	1202	7843	9075	2693
9230	3888	4609	9825	852	53	8261	4730	8918	9701	6092	5281	535	3658	3125
3837	3319	4265	3848	1708	7761	2978	2423	2639	9626	6880	1740	8321	4782	535
2664	5047	3454	6343	5107	714	1797	7516	2716	5972	1897	5003	4362	2383	1496
4625	7010	6107	6267	2311	9255	2598	7456	6873	6192	9933	6104	2548	3632	8552
8407	419	3280	2987	4493	3978	5653	7149	9754	7969	216	8509	3104	5852	1715
3977	9451	5633	8370	2340	7540	1170	6884	7539	3103	5368	1283	1119	8414	7322
7043	7490	573	7861	3729	6802	469	9045	8270	102	977	5198	9015	297	6961
4246	272	8753	3740	9696	6028	6354	3879	6669	2089	7743	6959	2354	6532	8405
2368	7394	2854	9551	3624	4466	1935	3836	9710	59	6498	9838	3013	3768	9009
5704	5824	2859	3232	9350	1002	5267	8518	2495	5932	8332	5045	655	8100	8806
4707	3714	7203	1478	9783	3832	1153	3635	8405	490	9380	2808	4897	3543	2063
4002	7565	6709	4600	1195	8686	4563	649	2070	2914	9453	8992	2281	6461	7396
4246	2059	1674	3454	4185	4709	5869	1507	2042	4693	604	2073	1091	6034	229
3379	2915	766	2421	9846	5846	1018	3318	2072	8566	6980	8454	3380	2292	805
7983	4384	2664	7149	2093	2722	2949	751	6931	5790	1697	6666	2495	9699	5991
517	5176	4918	9586	3087	8994	5722	2218	4745	6909	6461	5774	3939	9727	6863
443	4237	5204	8847	4510	6842	3167	6661	4518	1385	4320	7513	9913	1069	5375
3683	2372	9689	287	7926	4575	157	1818	1646	2881	9479	1255	6969	4061	882
2320	8646	98	7157	9129	4210	1716	9667	7606	7754	3968	5055	3598	4491	9
7089	7767	2333	331	6384	9992	538	1176	9869	6501	2622	9609	2330	126	4025
4235	2010	2277	5949	4543	6362	9670	9725	3232	5188	9942	6417	8921	1726	9728
8873	1047	6262	1353	2176	3595	31	5123	1152	188	2457	4578	2626	9973	3949
4619	6883	1880	5361	274	6454	5683	194	6026	6051	4472	7967	345	5271	9033
3823	8701	5339	4038	2003	309	2102	9752	7626	4635	3495	1636	1277	8898	6253
5808	2978	586	7527	1509	4890	1725	9680	9910	5658	4366	8235	7011	3631	1469
5445	5160	4688	9149	8304	2300	1954	379	3496	7851	5092	3962	7440	5780	6475
2980	1107	2286	615	9500	386	9750	1125	3396	2169	4276	200	3927	6130	2751
2611	7166	6254	4256	100	8818	8005	3764	4025	3484	9561	8154	5685	1067	1526
9670	2015	9681	8431	2216	3890	6450	1707	6194	5868	4031	7733	2539	8153	3680
2430	494	6247	9910	1020	8354	8242	3317	4700	4484	8502	3473	3382	2919	4766
515	3592	2682	6199	3585	730	8212	6230	8949	761	5113	6457	8073	5044	8903
8329	947	149	1459	4108	9121	2237	7188	4653	8382	4559	8431	5252	2747	9080
676	1858	9413	7329	5888	6267	8336	4475	2246	7928	650	5554	7251	6978	1967
7934	2	7759	5471	6310	6655	2888	481	9366	3205	2306	1283	3725	3718	3466
5693	8318	9267	1431	5073	9121	5124	7795	856	6860	3332	8363	6828	8888	5827
998	20	7118	3546	1745	6710	7990	9535	2546	3779	2253	8515	4210	4255	8553
7235	1718	8150	7140	6918	5670	4904	3939	9557	1844	6848	6163	7538	8623	6585
4921	4337	9860	6351	3154	2734	9385	8167	9244	370	438	9833	5754	3727	206
8551	5323	777	1642	2049	3731	5996	6395	1591	7348	5151	855	2288	7849	561
8274	3188	3386	4532	3545	8653	1756	1967	1143	8043	4450	3879	4010	652	5164
7514	759	3371	8699	2623	6429	7326	5603	4664	2910	1639	6008	3529	8942	6679
3808	4375	3113	2122	9382	5931	2254	6909	7844	4204	6290	7558	9101	333	416
7419	1692	9259	1393	5009	8630	5361	8354	8253	7013	304	6398	5614	8989	4381
6628	5404	5778	7812	8992	8511	6297	3935	3727	4796	4426	3973	1238	7345	26
8147	8418	6583	1022	8379	4691	4259	9998	196	2165	7117	36	8730	8435	5578
1197	9077	1614	9255	4865	568	9190	8679	4669	770	2422	720	9011	3935	5479
5147	6512	4008	5534	7258	8169	5095	8176	7759	5001	6501	4802	9866	5405	2683
1987	7998	7301	6911	396	676	3116	2998	1845	9083	1752	9160	229	5928	2178
2992	33	4508	8993	8388	9866	8704	5873	309	6142	1829	3017	5927	4732	2294
2801	4121	8244	595	4198	6766	6166	8376	2529	4753	821	4357	4007	9995	1367
4919	9361	2018	2612	8791	3315	3306	2265	9693	9182	5116	4811	9150	1022	4690
2009	2024	9592	559	262	5839	29	9414	9325	2930	7209	7783	5188	1369	6259
8141	570	1150	6579	5128	958	1518	2889	3309	6822	2248	1245	7944	1347	9998
5252	3139	575	7064	6401	975	1654	7777	7053	7571	8288	4192	4180	563	5461
6100	841	1488	2691	2626	5964	649	5027	8444	7969	1381	855	2863	6701	8696
3794	7871	1695	7408	8726	4544	2469	7058	2046	3254	6281	4711	7750	3621	6368
9683	8861	8617	356	4276	2271	4312	3336	8104	4037	9161	7525	1687	4519	3437
5462	6137	3258	9698	5794	5834	1355	1420	3428	9146	4410	8746	2632	8558	7365
9086	9798	8265	9766	328	780	9978	7934	9230	496	4807	2659	7681	4265	6262
5388	4322	6205	7182	6916	9733	2859	6516	6651	5656	7519	3562	564	5616	1258
778	908	5723	2814	8160	2766	7262	8659	8030	8475	9191	6280	7453	8638	5846
2522	160	8388	4432	3700	8060	3538	122	6653	5463	7350	8022	6599	1185	3416
6280	758	1084	1126	8653	3581	7511	8662	4907	3972	8187	9213	9805	4831	2757
