60	40	84	18	81
83	11	68	30	48
35	82	3	99	58
95	25	9	61	82
92	28	58	4	55
63	2	81	84	15
76	45	50	88	46
97	48	80	46	94
69	87	44	22	62
73	8	86	84	66
7	44	93	74	50
53	2	19	76	3
3	99	46	25	71
50	49	21	28	46
24	43	87	59	54
60	8	55	22	64
51	25	30	15	6
86	52	17	51	8
68	55	13	58	20
18	17	15	17	99
33	18	21	26	46
39	87	51	91	4
37	36	67	65	30
29	44	4	81	91
84	1	58	83	35
44	28	10	13	79
3	77	19	50	45
42	72	68	47	90
99	39	72	11	35
21	98	6	100	37
58	45	59	46	99
5	93	16	47	91
70	58	26	61	36
46	82	30	96	39
21	35	34	89	18
96	85	58	40	53
67	81	96	33	58
87	18	78	4	69
4	54	27	44	89
6	58	18	57	70
67	58	29	44	72
40	28	40	93	3
28	97	67	11	73
77	79	31	42	96
92	75	73	28	11
87	49	36	27	9
32	26	32	66	91
62	70	100	99	60
54	37	30	42	62
36	3	20	15	76
73	67	70	92	71
40	14	47	28	2
17	48	76	78	92
81	73	80	30	91
28	72	32	18	84
12	89	89	23	100
41	52	31	34	26
40	97	97	94	76
28	39	95	80	73
82	33	89	37	43
83	24	58	50	18
61	22	44	67	69
87	96	33	21	64
86	95	22	84	22
11	20	60	38	18
25	18	42	48	96
100	13	18	11	76
48	47	32	95	99
6	38	87	65	57
13	6	67	47	80
50	71	18	23	45
54	39	15	3	34
6	13	14	59	86
79	83	19	96	10
14	99	12	96	85
70	1	100	79	11
19	39	82	51	49
74	89	13	49	66
75	80	89	61	70
36	77	35	78	9
53	27	28	8	66
26	85	86	3	47
5	44	39	42	47
80	73	65	46	1
16	62	1	24	56
85	72	76	8	28
66	100	89	68	25
52	28	84	45	11
15	88	83	52	44
62	90	68	52	40
16	31	97	41	32
97	5	53	67	75
43	46	11	80	99
99	23	82	8	97
7	97	40	22	48
44	21	7	88	35
19	40	32	6	80
58	1	52	91	41
10	79	91	54	45
60	19	34	48	63
82	46	48	22	87
92	73	41	33	77
24	77	81	22	97
52	21	98	5	76
71	96	81	11	26
66	88	89	29	47
27	77	92	23	47
36	14	12	3	79
86	33	87	92	27
62	67	22	68	92
88	14	81	36	72
70	26	57	96	52
10	85	6	37	6
13	68	40	17	96
99	17	92	63	41
71	70	50	98	53
82	72	84	77	12
36	91	9	28	85
67	57	10	45	42
36	23	36	79	31
21	61	49	51	92
69	61	28	57	58
17	5	36	73	89
47	51	13	56	11
17	6	52	92	14
81	75	17	61	8
22	96	73	66	44
9	54	33	52	60
73	75	93	29	49
70	65	67	16	1
44	62	55	50	16
65	28	20	10	90
36	67	12	66	53
18	30	3	58	18
30	91	31	45	35
34	99	7	46	81
92	41	98	42	5
52	78	74	92	41
35	26	24	7	86
7	47	22	89	12
18	91	53	96	25
36	49	73	88	67
61	94	32	75	66
61	42	7	26	7
6	73	42	19	75
45	40	31	68	28
27	88	30	83	12
75	70	24	99	50
84	32	32	29	73
64	42	22	36	78
74	29	11	35	70
17	12	33	36	87
97	4	61	88	95
37	1	25	43	65
59	37	51	48	69
46	50	48	26	67
21	14	35	75	32
65	59	84	32	8
86	25	21	28	8
38	99	26	33	57
15	80	98	44	2
66	13	20	80	10
12	6	75	56	32
8	6	27	6	58
38	75	84	29	22
87	45	26	91	40
52	93	97	14	7
32	78	60	29	84
65	72	76	42	57
6	31	54	3	34
76	17	98	93	44
65	90	40	68	56
77	66	18	72	4
8	60	52	47	58
96	55	77	11	56
48	96	83	40	24
40	11	65	81	58
19	85	35	100	73
18	67	98	46	63
41	32	52	31	31
19	35	69	48	73
45	60	46	24	31
2	93	49	82	67
67	54	99	31	71
57	73	40	51	54
27	40	96	74	49
39	100	83	82	67
58	75	63	35	19
76	70	35	7	73
48	64	35	80	47
19	71	23	76	43
52	30	77	9	21
72	29	55	35	88
62	97	39	54	26
63	62	39	77	26
32	5	99	99	42
51	20	32	96	5
18	65	84	6	44
41	69	21	4	29
27	89	17	21	33
92	27	72	74	6
20	33	3	55	59
17	75	46	42	83
100	80	93	6	83
68	50	10	38	39
44	28	80	23	79
85	7	59	93	20
28	95	33	90	88
74	92	38	38	19
14	87	68	2	92
49	20	1	16	70
27	89	89	76	80
92	45	71	45	10
7	30	65	100	81
45	52	55	52	83
31	54	85	91	68
5	65	78	94	34
13	82	35	66	6
79	52	77	52	39
26	92	97	71	69
80	91	12	75	37
34	80	92	56	91
28	9	73	98	63
11	68	41	15	31
35	59	3	89	58
79	31	38	21	77
32	77	37	8	46
2	79	72	28	42
62	33	16	40	29
15	78	95	76	57
28	56	56	55	74
37	62	65	33	38
95	36	65	57	42
55	10	77	100	59
73	4	16	74	45
2	21	67	66	6
100	32	95	49	63
47	59	59	71	36
48	99	88	72	63
25	47	79	12	86
13	85	54	85	18
10	15	90	71	6
69	21	65	42	38
74	52	24	81	25
34	28	51	31	66
85	22	37	22	9
60	80	37	5	69
35	52	19	15	90
61	79	89	24	72
86	84	80	91	40
33	1	49	94	8
48	27	38	14	80
68	91	40	30	36
89	35	67	9	79
96	80	46	32	89
9	2	28	32	84
86	4	2	41	47
54	58	26	98	94
88	22	64	85	76
84	44	72	72	72
82	28	54	65	73
74	20	44	19	96
36	56	21	20	37
27	9	69	97	28
78	43	55	44	10
43	10	86	83	59
81	55	3	30	29
48	75	54	50	34
23	74	42	27	82
78	21	3	89	77
100	3	48	77	70
52	44	40	98	66
44	40	46	20	8
13	92	18	16	74
83	27	65	96	95
34	36	73	4	11
55	6	58	78	28
80	86	90	48	35
26	8	43	40	79
85	6	35	79	34
49	16	87	7	82
97	57	45	75	29
92	36	11	2	33
100	91	26	31	51
69	82	22	81	91
90	33	62	94	75
92	91	87	95	67
19	52	17	20	17
54	41	73	10	10
25	66	45	57	14
24	58	74	19	98
88	65	25	37	30
69	4	54	36	73
74	57	68	53	8
43	11	58	79	40
75	98	68	19	3
95	2	37	19	63
40	38	39	11	62
22	23	39	12	20
65	83	82	31	84
84	71	88	87	50
5	17	33	87	75
25	99	30	97	34
100	87	37	67	47
31	44	23	44	55
3	58	81	42	82
74	10	67	64	61
25	57	20	10	34
92	28	78	62	8
40	50	71	66	52
64	45	88	45	23
1	100	59	70	60
76	16	42	85	74
6	45	37	88	76
55	14	74	82	44
34	71	53	66	32
45	72	31	79	74
60	89	16	53	11
23	11	7	95	17
55	54	17	55	57
22	8	29	13	39
19	10	16	89	91
7	25	18	3	8
83	54	88	52	90
99	83	59	48	91
72	37	4	88	46
58	76	29	31	5
32	65	64	23	43
31	82	9	35	40
92	77	41	99	3
29	45	69	45	84
20	88	53	86	92
22	82	9	75	15
27	82	8	76	44
53	59	60	72	45
31	80	73	62	11
79	35	32	92	91
64	43	28	60	93
40	84	68	95	57
31	81	77	29	64
29	95	57	15	63
67	98	6	27	16
26	100	84	42	7
25	84	14	98	85
23	64	61	99	58
72	40	95	76	97
85	24	33	4	49
62	93	25	52	75
53	23	74	25	57
48	39	96	52	41
85	4	3	99	35
79	64	46	39	96
80	81	85	87	29
13	30	65	87	27
19	4	31	58	23
97	72	52	14	79
80	3	42	58	92
35	60	43	17	80
45	99	70	36	13
53	99	96	79	54
84	10	84	41	3
62	85	85	29	13
37	96	59	31	69
4	41	77	14	41
93	40	54	17	78
32	23	11	16	19
17	14	13	46	27
50	19	85	47	6
16	62	48	26	37
73	83	98	20	87
1	60	11	94	80
34	1	40	55	80
90	42	31	81	74
14	75	28	33	85
83	94	98	36	17
88	73	69	38	60
40	15	90	39	65
85	73	93	32	32
81	90	88	33	84
9	16	49	83	67
87	97	74	55	70
38	73	17	75	26
26	34	43	73	55
65	91	27	90	39
12	29	55	34	55
79	79	94	11	52
33	79	63	79	15
46	23	85	4	89
65	73	98	85	14
97	78	46	5	73
80	98	13	56	14
51	83	41	10	50
48	83	77	40	65
57	76	35	13	50
38	64	6	14	60
58	68	16	23	18
45	61	29	24	10
98	96	7	60	12
20	98	64	6	81
24	52	92	19	6
42	74	32	75	67
54	65	6	84	81
89	32	52	76	1
12	26	93	13	92
63	71	15	72	7
32	69	55	55	61
91	95	19	13	56
85	41	6	17	4
37	45	12	64	58
1	81	91	14	73
13	53	73	20	95
84	84	48	62	93
41	9	62	33	33
87	39	92	100	64
74	75	54	20	59
19	49	40	18	53
44	78	99	77	62
82	89	72	52	10
67	70	97	54	100
88	11	44	42	27
45	50	66	22	50
6	67	23	30	28
45	47	40	47	72
42	35	53	20	27
83	31	14	39	34
73	57	58	58	61
5	67	42	58	4
96	38	15	55	37
35	14	31	55	94
12	96	22	100	49
45	74	76	24	45
36	68	51	36	23
23	1	79	7	93
53	74	44	1	75
65	48	70	78	85
77	35	5	99	62
25	46	76	3	24
60	44	33	72	1
9	93	89	45	20
49	86	67	47	69
57	71	56	11	1
42	86	35	100	5
57	58	63	87	11
57	60	80	63	77
32	89	53	54	10
54	67	35	62	35
68	96	57	62	74
62	13	30	21	85
24	20	36	38	28
97	74	83	17	99
90	48	53	88	47
70	62	27	26	30
64	62	29	69	26
24	15	82	6	31
56	29	35	80	3
94	37	76	66	33
70	65	26	36	38
81	99	86	58	7
61	79	89	53	28
1	92	75	74	54
81	88	96	79	24
17	48	96	76	77
47	3	56	4	37
28	81	99	40	66
80	57	100	54	69
9	67	14	22	19
81	12	2	70	100
75	90	22	37	64
66	43	41	59	9
16	81	41	22	93
30	33	13	21	71
87	40	69	87	69
64	80	54	88	71
75	65	35	79	87
73	31	23	43	38
70	45	83	56	57
75	9	98	13	75
91	11	97	75	97
69	2	44	1	71
2	59	82	86	16
85	14	100	95	72
50	90	18	30	15
68	9	65	72	80
21	47	32	53	9
87	94	86	35	48
35	16	21	61	72
60	25	69	32	35
67	63	98	31	65
86	84	38	36	31
55	80	40	70	31
66	23	7	32	77
33	16	53	56	5
92	47	7	24	61
64	64	17	14	77
9	92	76	78	81
38	98	28	72	40
41	66	7	99	100
24	77	99	99	92
66	67	17	63	12
78	83	88	87	30
26	43	69	71	6
3	57	31	26	94
10	58	41	13	36
15	1	60	48	67
34	70	77	81	46
83	25	73	96	16
13	41	54	88	9
89	6	72	30	81
28	51	38	91	46
44	52	17	99	11
20	53	60	10	96
44	87	28	51	59
77	76	82	84	78
28	26	76	40	31
1	17	95	84	45
14	48	72	28	60
50	91	27	59	62
69	6	43	26	100
42	96	72	48	86
88	20	55	47	36
5	9	91	55	83
28	7	19	99	63
47	69	54	99	46
36	14	92	8	13
31	78	70	68	94
50	84	64	92	65
98	9	77	29	39
15	39	28	73	17
7	89	16	72	48
89	53	88	30	13
7	7	80	7	65
81	73	18	49	63
65	93	82	94	59
97	99	16	9	43
3	39	3	100	58
39	31	61	68	19
76	33	66	55	3
89	44	87	1	37
65	78	19	71	68
57	89	100	95	76
67	97	24	85	86
83	37	47	37	68
88	71	37	53	36
65	16	85	71	46
14	67	28	92	96
85	92	54	9	3
97	64	43	7	40
9	95	21	83	17
62	13	74	52	36
84	25	1	78	17
93	47	54	81	20
90	18	19	63	42
24	21	68	78	87
30	43	52	6	30
8	51	48	3	37
55	70	78	63	62
41	38	26	48	8
91	6	62	48	16
56	18	40	81	94
38	39	61	81	60
69	55	34	68	17
46	98	85	97	93
78	88	40	76	45
24	7	100	48	96
100	85	2	66	28
25	62	81	50	8
59	44	21	59	2
34	84	70	55	57
60	95	59	70	98
93	52	45	50	1
88	16	36	28	40
59	26	6	94	91
41	100	40	81	30
9	2	89	5	40
56	13	20	16	98
41	29	22	16	3
69	29	54	30	97
83	57	8	62	19
31	27	43	9	57
30	70	48	83	60
50	95	90	81	41
51	36	26	76	70
24	1	67	85	76
94	45	13	66	80
31	94	81	75	44
21	100	9	63	37
76	84	31	57	67
41	95	41	54	60
46	76	32	23	33
7	69	61	75	88
78	26	23	24	1
73	44	11	37	51
68	3	80	20	25
37	97	27	86	3
80	34	87	66	72
61	3	8	57	82
3	59	29	52	22
4	47	66	99	99
2	8	77	36	8
60	59	38	39	15
55	65	49	57	74
23	85	23	10	55
80	100	15	91	9
57	61	31	50	82
54	7	65	69	56
44	75	30	100	48
5	36	54	67	25
11	53	3	97	51
24	56	43	12	87
60	68	80	26	97
99	45	83	58	28
4	49	72	55	17
58	50	49	37	87
63	8	5	63	6
82	73	36	23	88
93	34	47	14	99
91	70	78	60	25
13	29	95	64	73
74	17	2	10	26
13	14	64	45	54
92	60	98	59	76
46	55	93	95	78
61	52	24	86	39
77	33	2	36	81
67	23	41	84	97
37	55	55	62	48
33	17	65	49	45
33	76	31	37	53
40	99	5	4	100
22	59	96	38	1
20	58	40	88	27
79	68	37	17	75
68	100	83	86	37
95	71	41	61	20
13	80	65	70	95
