674	83	821	710	196
225	835	962	346	682
738	567	862	824	574
480	381	956	331	880
272	329	288	49	861
353	597	803	199	370
791	396	972	715	271
441	586	672	203	850
760	150	668	497	650
133	726	21	798	373
48	794	906	106	253
846	256	980	76	185
535	832	893	62	794
726	381	286	814	163
852	562	799	639	416
988	745	56	400	413
979	6	204	153	798
638	731	354	770	347
922	507	136	335	130
663	195	957	153	768
427	492	871	216	85
62	409	486	314	891
46	726	377	84	135
358	299	516	634	801
334	533	135	849	829
904	987	690	945	772
465	893	544	230	644
239	383	853	715	999
176	191	724	454	493
497	325	893	256	312
587	43	266	298	750
517	113	170	988	654
515	734	972	818	476
728	645	924	311	65
398	337	484	467	356
677	699	73	369	453
312	2	160	617	573
528	729	687	793	429
624	812	322	458	845
275	493	173	535	821
111	969	443	654	912
880	318	953	307	264
336	490	934	922	690
422	878	136	785	562
692	95	699	331	272
635	273	160	303	547
334	588	861	280	629
328	883	196	235	808
230	127	4	261	398
73	108	40	270	855
561	433	392	317	674
184	377	783	156	603
389	978	151	352	145
589	856	597	883	658
919	590	193	628	65
928	958	48	178	781
521	628	694	936	467
881	229	118	389	791
897	35	691	532	871
59	827	24	958	799
387	973	554	33	505
576	944	516	643	158
680	823	839	11	899
492	807	199	209	693
586	873	915	718	589
384	982	859	714	568
198	892	913	717	373
188	131	512	97	646
985	820	487	314	607
787	710	665	462	616
443	486	755	337	554
456	470	131	154	538
746	501	819	50	636
10	814	417	291	49
650	160	904	723	956
484	912	278	985	845
917	916	629	253	617
478	188	614	107	787
72	788	501	57	438
414	507	615	701	136
210	448	417	28	813
731	429	16	834	308
912	648	607	302	201
331	737	347	365	909
964	350	204	394	491
772	51	111	670	425
6	901	700	711	905
5	643	196	169	342
231	670	451	113	421
597	204	224	562	445
882	760	458	609	22
222	59	504	789	582
68	134	537	151	357
413	527	880	421	311
833	836	794	195	514
368	501	172	364	343
663	946	845	330	743
600	167	369	243	361
700	303	942	614	472
95	186	169	582	31
158	941	837	376	776
577	977	716	598	618
452	410	451	491	596
77	338	209	632	511
896	409	544	760	371
736	768	591	998	439
716	209	799	330	24
96	722	700	836	120
411	743	547	209	394
282	619	977	228	601
598	964	390	252	474
915	407	279	824	293
236	649	877	515	233
252	542	294	270	419
792	422	186	795	590
404	305	49	892	853
393	894	709	927	312
767	195	601	722	827
643	438	62	252	477
480	382	212	688	102
493	769	695	349	167
152	193	257	730	851
83	876	595	877	595
959	525	365	119	676
334	857	431	841	621
385	520	337	603	988
242	857	414	106	981
981	858	608	672	351
490	562	408	50	71
213	304	924	528	1000
31	367	714	813	227
399	269	448	415	170
642	239	742	378	830
32	82	377	322	585
104	329	351	191	894
818	589	511	936	759
566	351	503	799	321
956	690	106	711	682
325	135	67	820	302
336	620	32	587	36
122	226	508	654	785
36	548	622	705	30
271	606	775	56	72
886	127	396	114	488
137	614	125	108	822
571	755	252	179	928
955	747	471	750	988
764	916	788	886	230
323	315	489	650	1000
398	281	230	555	36
344	592	238	850	735
31	150	986	319	465
175	626	698	552	700
49	856	680	868	945
815	279	82	648	707
718	623	70	434	325
353	708	684	173	646
564	100	38	500	549
914	718	469	547	553
361	161	314	359	967
964	498	662	403	969
860	339	780	343	930
932	962	80	171	446
747	531	970	730	908
415	425	928	60	942
232	629	448	912	71
122	527	559	928	108
179	188	479	368	940
619	508	674	376	745
599	960	513	314	660
946	323	91	911	213
17	263	15	551	671
543	735	970	674	240
13	989	105	403	276
249	958	519	642	514
2	694	739	346	345
795	829	314	694	727
569	84	421	393	517
251	382	642	36	53
757	511	889	493	148
206	759	177	685	499
637	368	7	204	43
847	999	928	341	230
462	783	966	220	724
210	858	721	238	798
4	938	105	320	813
276	234	211	399	491
745	224	235	139	530
383	352	781	584	9
284	987	289	498	928
731	952	783	785	188
30	401	799	493	106
329	103	33	120	137
186	392	544	423	698
795	27	337	215	908
421	674	365	855	581
239	320	170	431	92
926	101	602	320	84
921	18	61	996	284
751	261	507	561	285
